5540.6 9.357153900766993e-13 6.680838076972776e-14 2.1570017304262924e-15 6.481439393265244e-14 9.392590529867722e-17 0.0 7.961500071549277e-13 3.8123117856760064e-66 0.0 0.0 0.0 2.2541979539453457e-33 1.511062252770194e-36 3.0700088611700664e-13 5.370359401392143e-14
5588.5 1.6460339902723135e-12 9.226536637738214e-14 4.391453752941796e-15 1.2857431776394807e-13 1.791434465197312e-16 0.0 1.410182277429317e-12 1.7252492683554027e-65 0.0 0.0 0.0 5.9185647628519404e-33 4.269786694049027e-36 3.1601000599051983e-13 5.5280748303629044e-14
5645.8 2.8622723182492015e-12 1.2739526522473297e-13 8.542055797604663e-15 2.425552664153862e-13 3.4153096570076277e-16 0.0 2.4644231626841684e-12 9.599410082602546e-65 0.0 0.0 0.0 1.6422229506638247e-32 1.2916186385758283e-35 3.2519139435117436e-13 5.688810349075234e-14
5705.9 4.857743304131962e-12 1.738443375798913e-13 1.5905053319897116e-14 4.375751691056239e-13 6.359817003672331e-16 0.0 4.196006508451903e-12 5.4846553466835856e-64 0.0 0.0 0.0 4.4961408452135006e-32 3.8650176817783414e-35 3.345466221954184e-13 5.852593611834276e-14
5768.3 8.087573057036881e-12 2.3502704813188127e-13 2.864761684723664e-14 7.630936929168344e-13 1.1624096942065786e-15 0.0 7.000808918535457e-12 3.178265194899287e-63 0.0 0.0 0.0 1.2156483995703576e-31 1.1440189317201404e-34 3.4407725951567303e-13 6.019452257076948e-14
5832.2 1.3253787571566035e-11 3.151699286668864e-13 5.0316854167612336e-14 1.2973921115330162e-12 2.090321515681179e-15 0.0 1.1488017505279548e-11 1.832190204404595e-62 0.0 0.0 0.0 3.235683622925599e-31 3.334716072518557e-34 3.5378487531122445e-13 6.189413907556609e-14
5897.1 2.1416547459906177e-11 4.194597369033515e-13 8.655874559681292e-14 2.160483788857118e-12 3.7025771729841015e-15 0.0 1.8576202855539182e-11 1.0385353116556124e-61 0.0 0.0 0.0 8.460134606295164e-31 9.544687814564826e-34 3.6367103759887524e-13 6.362506170523572e-14
5962.2 3.4171130508593185e-11 5.541326419243167e-13 1.4646422979177616e-13 3.540310373863221e-12 6.461763286024515e-15 0.0 2.9640606588459165e-11 5.687339483366682e-61 0.0 0.0 0.0 2.1631697531121644e-30 2.6675324622692162e-33 3.7373731342336746e-13 6.538756637901715e-14
6027.0 5.3924884367562314e-11 7.269972322615864e-13 2.446587049633207e-13 5.7309588716808055e-12 1.1122159376257966e-14 0.0 4.674588277550391e-11 2.981090676728643e-60 0.0 0.0 0.0 5.400005935121061e-30 7.26307227243584e-33 3.839852688675858e-13 6.718192886461303e-14
6091.6 8.439257719570797e-11 9.486067057416202e-13 4.0494152775343804e-13 9.197565584820282e-12 1.893633841875159e-14 0.0 7.306558152221428e-11 1.502982817853228e-59 0.0 0.0 0.0 1.321209004855232e-29 1.9344920934267104e-32 3.9441646906253864e-13 6.900842477988033e-14
6155.9 1.3103333826552613e-10 1.2312919548607902e-12 6.64616168424544e-13 1.4646528032622725e-11 3.1904044443324076e-14 0.0 1.1323914466696975e-10 7.2839021835712575e-59 0.0 0.0 0.0 3.168852735314607e-29 5.040831913816457e-32 4.050324781971369e-13 7.086732959448584e-14
6187.7 1.628635771778488e-10 1.4001157743283605e-12 8.496991381921247e-13 1.845085614216714e-11 4.125262357348847e-14 0.0 1.4057821666229575e-10 1.5730761413823891e-58 0.0 0.0 0.0 4.865815687518453e-29 8.059590716983705e-32 4.158348595277631e-13 7.275891863152595e-14
6219.6 2.0222193603870746e-10 1.5909994910898785e-12 1.0851353519115537e-12 2.3219416653772806e-11 5.3267679614033777e-14 0.0 1.7432270008147246e-10 3.37963271033288e-58 0.0 0.0 0.0 7.451870543427083e-29 1.2849097490518608e-31 4.2682517538764994e-13 7.468346706911342e-14
